Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVento;Nebulosidade;
82696;05/02/2008;1800;28.8;22.2;56;947;14;1.6;8;
82696;06/02/2008;0000;21.6;20;87;949.3;14;2.6;0;
82696;06/02/2008;1200;23.8;21;78;950.5;14;3.8;8;
82696;06/02/2008;1800;28.6;21.2;53;947.6;14;3.3;5;
82696;07/02/2008;0000;22;20.4;87;949.9;14;0.7;0;
82696;07/02/2008;1200;24.2;22;82;950.6;18;1.1;9;
82696;07/02/2008;1800;29.6;22.2;53;947.1;14;1.6;6;
82696;08/02/2008;0000;22.6;21.6;90;949.5;14;1.1;7;
82696;08/02/2008;1200;24.4;22.2;83;950.1;18;3.5;8;
82696;08/02/2008;1800;29.6;22.2;53;946.3;14;3;4;
82696;09/02/2008;0000;22.4;21.2;90;948.3;14;3;10;
82696;09/02/2008;1200;25;21.6;75;947.9;14;2.6;8;
82696;09/02/2008;1800;29.6;21.6;49;945.4;14;3.6;4;
82696;10/02/2008;0000;22;20.6;88;947.3;14;2.8;7;
82696;10/02/2008;1200;24.4;20.4;70;948.2;14;2.5;7;
82696;10/02/2008;1800;29.4;22.4;54;945.2;9;1.6;5;
82696;11/02/2008;0000;21.8;20.2;86;947.5;14;1.6;0;
82696;11/02/2008;1200;24.6;21.8;77;947.8;14;2.3;7;
82696;11/02/2008;1800;29;22.4;57;945.4;14;3.3;7;
82696;12/02/2008;0000;22.6;21.4;89;947.8;14;2;8;
82696;12/02/2008;1200;23.4;21.6;86;948.3;14;1.6;9;
82696;12/02/2008;1800;28.2;21.8;57;945.3;14;2.6;7;
82696;13/02/2008;0000;22.6;21.4;89;947.6;14;1;8;
82696;13/02/2008;1200;24;21.4;81;947.8;14;3.3;7;
82696;13/02/2008;1800;29;22;54;945;14;2;5;
82696;14/02/2008;0000;22;20.6;88;947.6;14;2.3;8;
82696;14/02/2008;1200;23.8;21.2;80;947.4;18;3.1;7;
82696;14/02/2008;1800;29.2;22;54;944.9;14;3.3;7;
82696;15/02/2008;0000;21.8;21.2;94;947.1;14;3;2;
82696;15/02/2008;1200;24.4;22.2;83;947.4;14;3.3;7;
82696;15/02/2008;1800;29.8;22.2;52;944.2;14;1.1;5;
82696;16/02/2008;0000;21.8;20.4;87;946.4;9;3;8;
82696;16/02/2008;1200;24.2;21.4;78;947.5;9;2.5;6;
82696;16/02/2008;1800;26.4;22.2;70;945.8;9;2;4;
82696;17/02/2008;0000;22.4;21.2;90;947;14;1.6;6;
82696;17/02/2008;1200;24.4;22;82;948;14;2.5;7;
82696;17/02/2008;1800;28.2;22.2;59;946.1;14;1.6;7;
82696;18/02/2008;0000;22.8;21.4;88;948.6;14;0.3;9;
82696;18/02/2008;1200;23.4;22.6;94;949.1;18;1.3;10;
82696;18/02/2008;1800;29;22.4;57;946.8;14;1.8;9;
82696;19/02/2008;0000;23;22;92;949.3;14;1.6;10;
82696;19/02/2008;1200;23.6;21.8;84;949.4;14;0.5;10;
82696;19/02/2008;1800;30.4;23.2;54;946.2;14;0.1;7;
82696;20/02/2008;0000;22.8;21.2;87;948.2;14;3.3;9;
82696;20/02/2008;1200;24;21.4;81;948.2;18;0.5;9;
82696;20/02/2008;1800;29.8;22.4;53;944.4;14;1.6;4;
82696;21/02/2008;0000;22.6;21.6;90;947;14;0.3;8;
82696;21/02/2008;1200;24.2;22;82;948.3;14;0.8;8;
82696;21/02/2008;1800;30.6;22;48;945.3;14;4.1;4;
82696;22/02/2008;0000;22.2;20.6;86;948.1;14;1;7;
82696;22/02/2008;1200;24.6;20.6;69;950.1;18;2.5;7;
82696;22/02/2008;1800;31;22;45;946.2;18;3.3;5;
82696;23/02/2008;0000;22.2;20.6;86;949.3;14;1.1;8;
82696;23/02/2008;1200;25.2;21;68;950.3;14;1.6;7;
82696;23/02/2008;1800;29.2;22.4;57;947.1;9;1.6;5;
82696;24/02/2008;0000;22.8;21.4;88;949.7;14;1.8;9;
82696;24/02/2008;1200;25.4;22;75;949.9;14;3.1;8;
82696;24/02/2008;1800;31;22.6;48;946.1;14;3;7;
82696;25/02/2008;0000;22.4;21.2;90;947.9;9;1.1;8;
82696;25/02/2008;1200;26.4;22.2;70;948.4;9;2;7;
82696;25/02/2008;1800;30.2;23;54;945.1;9;2.5;7;
82696;26/02/2008;0000;22.6;21.4;89;946.9;9;1.3;7;
82696;26/02/2008;1200;27.4;22.4;64;947.3;36;1.6;7;
82696;26/02/2008;1800;31.8;23.4;49;943.8;5;2.5;7;
82696;27/02/2008;0000;22.8;21.8;91;947.5;36;2;8;
82696;27/02/2008;1200;27;21.8;63;947.9;36;3.3;8;
82696;27/02/2008;1800;30;22;51;945.6;9;3;10;
82696;28/02/2008;0000;23;21;85;947.5;5;1;0;
82696;28/02/2008;1200;26;21.8;70;947.8;36;1.6;7;
82696;28/02/2008;1800;30.2;23.4;56;943.9;5;2;8;
82696;29/02/2008;0000;23.2;21.4;85;947.1;36;0.8;10;
82696;29/02/2008;1200;26.2;22.4;71;947.5;9;2.6;8;
82696;29/02/2008;1800;29.4;22.2;53;944;14;1.6;7;
82696;01/03/2008;0000;23;21;85;947.1;9;1.3;9;
82696;01/03/2008;1200;25.2;22;75;947.3;14;2.5;7;
82696;01/03/2008;1800;29.8;21.4;48;944.6;9;3.3;6;
82696;02/03/2008;0000;22.4;20.6;85;946.9;9;1.6;8;
82696;02/03/2008;1200;25;21.8;77;946.9;14;1.6;7;
82696;02/03/2008;1800;29.6;21.4;48;944;14;2.6;7;
82696;03/03/2008;0000;22.4;20.8;87;946.6;14;3;9;
82696;03/03/2008;1200;24.8;21.4;74;947.5;14;1.1;5;
82696;03/03/2008;1800;30.6;22.4;50;944.5;14;3.3;7;
82696;04/03/2008;0000;22.6;20.6;82;948.1;14;2;0;
82696;04/03/2008;1200;26.4;22.2;70;947.4;14;2.8;7;
82696;04/03/2008;1800;29.4;23.6;61;944.4;14;1.1;10;
82696;05/03/2008;0000;22.8;22;93;947;14;3.5;8;
82696;05/03/2008;1200;24.6;22;79;947.3;14;1.5;8;
82696;05/03/2008;1800;31.8;22.6;45;943.1;14;2.5;8;
82696;06/03/2008;0000;22.6;21.6;90;946.6;14;0.5;9;
82696;06/03/2008;1200;24.6;21.4;75;946.7;14;0.5;8;
82696;06/03/2008;1800;30.4;24.6;62;942.9;14;3.3;5;
82696;07/03/2008;0000;22.6;21.4;89;946.1;14;2.5;8;
82696;07/03/2008;1200;25;20.6;68;947.9;14;2.1;7;
82696;07/03/2008;1800;29.4;22;52;944.9;14;3.5;7;
82696;08/03/2008;0000;22.6;21.8;92;947.6;14;1.6;0;
82696;08/03/2008;1200;25.2;21.2;70;948.3;14;2.8;8;
82696;08/03/2008;1800;21.4;20.4;91;946.8;14;1.5;10;
82696;09/03/2008;0000;21.8;21;92;948.3;14;3;10;
82696;09/03/2008;1200;24;22;85;949.2;14;3.3;9;
82696;09/03/2008;1800;29.2;21.4;51;945.3;14;3.5;9;
82696;10/03/2008;0000;22.2;20.2;83;947.5;14;3;8;
82696;10/03/2008;1200;24.6;21.8;77;948.1;14;3;7;
82696;10/03/2008;1800;28;23.2;65;945.2;9;2;6;
82696;11/03/2008;0000;22.2;21.8;95;947.3;14;0.8;0;
82696;11/03/2008;1200;24.6;21.8;77;947.8;18;2.3;7;
82696;11/03/2008;1800;29.6;23;57;944.3;14;1.6;7;
82696;12/03/2008;0000;22.6;21.8;92;947.3;14;1.6;9;
82696;12/03/2008;1200;23.4;22;89;948;14;3.1;9;
82696;12/03/2008;1800;25;23.4;88;946;9;2.3;8;
82696;13/03/2008;0000;22.8;21.8;91;947.9;9;2;9;
82696;13/03/2008;1200;25.2;21.4;71;949.4;14;3.1;6;
82696;13/03/2008;1800;30.8;25;64;944.3;18;3;7;
82696;14/03/2008;0000;22.6;21.4;89;946.5;9;0.3;7;
82696;14/03/2008;1200;26.2;21.8;67;946.9;9;2.5;5;
82696;14/03/2008;1800;31;22.4;47;944.5;14;2.5;7;
82696;15/03/2008;0000;22.6;21.4;89;947.5;9;0.3;7;
82696;15/03/2008;1200;25.6;22.6;76;947.5;18;3.1;7;
82696;15/03/2008;1800;30.2;22;48;944.8;0;0;5;
82696;16/03/2008;0000;22;20.8;90;947.9;9;2.3;6;
82696;16/03/2008;1200;25.6;20.6;63;948.5;9;3.1;5;
82696;16/03/2008;1800;30.6;22;48;945.1;14;2.5;7;
82696;17/03/2008;0000;21.8;21;92;948.8;9;1.8;9;
82696;17/03/2008;1200;23.6;21.8;84;948.7;18;1.6;8;
82696;17/03/2008;1800;29.2;22.8;59;944.4;14;1;5;
82696;18/03/2008;0000;22.4;21.4;92;947.9;14;1.6;10;
82696;18/03/2008;1200;24;22;85;948.7;18;1.8;8;
82696;18/03/2008;1800;27.6;22.8;66;944.8;9;1.8;9;
82696;19/03/2008;0000;22.2;21.2;90;947.9;9;1.1;10;
82696;19/03/2008;1200;24.8;21.8;77;947.7;9;0.5;8;
82696;19/03/2008;1800;30.2;22.8;53;944;14;1.6;7;
82696;20/03/2008;0000;21;20.6;96;947.9;9;1.3;10;
82696;20/03/2008;1200;22;21.4;95;948.2;36;1.3;10;
82696;20/03/2008;1800;23.4;22;89;945.3;5;2.6;10;
82696;21/03/2008;0000;21.6;21.2;97;948.1;9;0.3;10;
82696;21/03/2008;1200;23.6;21.2;80;948.4;9;1.1;9;
82696;21/03/2008;1800;24.4;21.8;80;945;14;2.5;9;
82696;22/03/2008;0000;21.8;21.4;95;947.5;14;1.6;10;
82696;22/03/2008;1200;22.4;21.4;92;948.2;18;0.1;10;
82696;22/03/2008;1800;26.4;22.4;71;944.8;14;2.6;8;
82696;23/03/2008;0000;22.4;21.8;95;947.4;9;1.8;10;
82696;23/03/2008;1200;24;22.4;88;947.3;18;1.6;10;
82696;23/03/2008;1800;23.4;22;89;944.3;14;0.8;9;
82696;24/03/2008;0000;22.4;21.8;95;947.2;14;0.8;10;
82696;24/03/2008;1200;24.6;22.2;80;948.3;18;0.8;8;
82696;24/03/2008;1800;28.6;22.8;62;945.6;18;0.8;8;
82696;25/03/2008;0000;22.2;21.8;95;949.3;18;1.3;10;
82696;25/03/2008;1200;24.4;22.2;83;948.5;18;0.3;7;
82696;25/03/2008;1800;28;23.6;68;944.5;18;1.5;7;
82696;26/03/2008;0000;22.4;22;96;948.1;9;1.5;10;
82696;26/03/2008;1200;23;22;92;947.6;18;3;8;
82696;26/03/2008;1800;24.4;22.6;86;944.5;9;2.3;9;
82696;27/03/2008;0000;22.2;21.4;92;947;9;0.7;10;
82696;27/03/2008;1200;24;22.2;87;946.8;18;1;7;
82696;27/03/2008;1800;27.8;23.4;70;942.8;14;3;8;
82696;28/03/2008;0000;22.4;21.4;92;946.1;9;1;8;
82696;28/03/2008;1200;24.4;22.2;83;946.4;9;1.3;8;
82696;28/03/2008;1800;22.4;21.8;95;945.4;9;1.1;10;
82696;29/03/2008;0000;21.6;21;95;946.4;9;0.1;8;
82696;29/03/2008;1200;23.2;21.6;86;946.9;18;1.6;7;
82696;29/03/2008;1800;24.4;22;82;943.8;14;1.6;7;
82696;30/03/2008;0000;22.2;21.6;94;946.1;9;1.5;10;
82696;30/03/2008;1200;22.4;21.8;95;947.5;18;1.6;9;
82696;30/03/2008;1800;26;23;78;944.1;14;2.6;7;
82696;31/03/2008;0000;22;21.6;97;945.9;9;0.8;10;
82696;31/03/2008;1200;21.8;21.6;97;946.6;18;2;10;
82696;31/03/2008;1800;24.4;21.8;80;942.5;18;1.1;9;
82696;01/04/2008;0000;21.6;21;95;946;14;0.5;10;
82696;01/04/2008;1200;25;22.2;80;945.9;18;1.1;9;
82696;01/04/2008;1800;27;22;65;942.9;14;2;7;
82696;02/04/2008;0000;22.4;21.6;93;946.1;9;0.1;8;
82696;02/04/2008;1200;23.2;21.8;88;946.7;18;1.3;10;
82696;02/04/2008;1800;27.6;22.6;65;942.2;14;1.5;5;
82696;03/04/2008;0000;22;21.2;93;945.9;9;2.5;8;
82696;03/04/2008;1200;24;21;78;947.1;9;1.6;10;
82696;03/04/2008;1800;27.2;22;64;943.2;18;2;5;
82696;04/04/2008;0000;21.4;20;87;946.5;9;0.3;0;
82696;04/04/2008;1200;25;21.6;75;947.2;9;0.3;5;
82696;04/04/2008;1800;27.8;22;61;943.9;14;1.8;5;
82696;05/04/2008;0000;22.6;21.8;92;946.8;9;1.6;9;
82696;05/04/2008;1200;25;22.6;82;947.1;14;1.8;8;
82696;05/04/2008;1800;23.6;22;86;944.6;5;1.6;10;
82696;06/04/2008;0000;21.6;21;95;947.1;5;0.5;10;
82696;06/04/2008;1200;24.8;21.8;77;947.7;9;1.5;10;
82696;06/04/2008;1800;24.8;22.4;81;944.6;9;1.6;10;
82696;07/04/2008;0000;22.4;22;96;947.5;9;1.6;10;
82696;07/04/2008;1200;21.4;21;96;948.7;9;1.6;10;
82696;07/04/2008;1800;22;21.2;93;945.3;18;1.8;10;
82696;08/04/2008;0000;21.4;20.6;92;947.2;9;0.3;10;
82696;08/04/2008;1200;24;22;85;949.4;9;2.5;8;
82696;08/04/2008;1800;24;21.4;81;946.4;9;2.6;8;
82696;09/04/2008;0000;22;21.2;93;948.2;9;1.6;7;
82696;09/04/2008;1200;21;20.8;97;948.9;18;1.6;10;
82696;09/04/2008;1800;26;22;71;947.2;18;2;7;
82696;10/04/2008;0000;22;21.6;97;946.9;14;3.3;10;
82696;10/04/2008;1200;22.8;21.4;88;947.5;14;3.8;8;
82696;10/04/2008;1800;26;22.4;74;943.9;18;1.3;8;
82696;11/04/2008;0000;21.6;21.6;100;945.5;18;1.6;7;
82696;11/04/2008;1200;21;20.6;96;946.6;14;3.3;10;
82696;11/04/2008;1800;23.2;22;89;943.1;18;3.3;10;
82696;12/04/2008;0000;21;20.2;92;945.4;18;1;8;
82696;12/04/2008;1200;23.4;21.6;86;947.4;18;2;8;
82696;12/04/2008;1800;25.6;22.6;76;943.6;18;1.5;8;
82696;13/04/2008;0000;22.2;21.4;92;946.4;14;3.3;8;
82696;13/04/2008;1200;23.4;21.4;84;947.3;14;3.3;7;
82696;13/04/2008;1800;24.6;22.4;82;945.1;18;3;7;
82696;14/04/2008;0000;21.6;21.2;97;947.4;18;0.8;8;
82696;14/04/2008;1200;23.2;22;89;948;18;1.6;8;
82696;14/04/2008;1800;26;22.2;73;944.4;36;1.1;7;
82696;15/04/2008;0000;22.2;21.6;94;947.6;9;1.3;10;
82696;15/04/2008;1200;25;22.2;80;948.3;9;1.6;9;
82696;15/04/2008;1800;26.6;22.4;70;944.8;18;2.5;9;
82696;16/04/2008;0000;22;21.4;95;947.5;9;1.6;10;
82696;16/04/2008;1200;24.4;22.4;85;948.7;18;1.8;8;
82696;16/04/2008;1800;27.2;22.4;67;945.8;18;0.3;5;
82696;17/04/2008;0000;21.8;21;92;948.3;18;0.3;8;
82696;17/04/2008;1200;23.6;22;86;948.7;14;0.5;8;
82696;17/04/2008;1800;27.2;22;64;946.1;14;1.8;5;
82696;18/04/2008;0000;22.2;21.4;92;948.7;14;0.5;9;
82696;18/04/2008;1200;22.6;21.4;89;948.6;18;0.1;10;
82696;18/04/2008;1800;26.2;22.4;71;945;14;2.5;7;
82696;19/04/2008;0000;22.4;21.8;95;947.7;18;0.3;10;
82696;19/04/2008;1200;23.2;21.6;86;948.3;18;1;9;
82696;19/04/2008;1800;26.6;22;68;944.7;14;1.8;8;
82696;20/04/2008;0000;21.8;21.4;95;947.6;14;1.6;10;
82696;20/04/2008;1200;23.4;21.8;87;948.1;14;3.1;8;
82696;20/04/2008;1800;23.2;22;89;945.6;14;1.3;8;
82696;21/04/2008;0000;22;21.4;95;947.7;18;2.5;9;
82696;21/04/2008;1200;23.6;21.6;83;948.6;18;5;7;
82696;21/04/2008;1800;25.6;22.8;78;945.3;14;2.5;7;
82696;22/04/2008;0000;22.4;22;96;947.6;18;0.3;9;
82696;22/04/2008;1200;24.2;22.2;84;947.4;18;0.7;7;
82696;22/04/2008;1800;25.8;22.4;74;944.8;14;0.8;7;
82696;23/04/2008;0000;21.8;21.2;94;947.2;18;0.8;8;
82696;23/04/2008;1200;22.4;22.2;98;947.7;18;0.8;10;
82696;23/04/2008;1800;20.6;20;94;946.3;36;1.4;10;
82696;24/04/2008;0000;21;20.4;94;946.3;36;0.7;10;
82696;24/04/2008;1200;24.8;22.2;80;947;14;3.3;7;
82696;24/04/2008;1800;26;23;78;944.8;14;1.6;8;
82696;25/04/2008;0000;22.8;22.4;96;946.8;14;1.6;10;
82696;25/04/2008;1200;23.4;22.6;94;947.4;14;3;9;
82696;25/04/2008;1800;26.4;22.4;71;944.4;14;1.6;7;
82696;26/04/2008;0000;21.6;20.8;93;946.6;14;1.6;7;
82696;26/04/2008;1200;24;21;78;947.2;14;3.3;7;
82696;26/04/2008;1800;26;20.6;62;944.4;14;2.5;5;
82696;27/04/2008;0000;21.4;20.6;92;946.9;18;2.6;8;
82696;27/04/2008;1200;23.6;21.8;84;947;18;3.3;7;
82696;27/04/2008;1800;21.4;21.2;97;945;18;3.6;10;
82696;28/04/2008;0000;20.6;20.2;96;947.4;18;3;10;
82696;28/04/2008;1200;22;21.6;97;946.8;14;2.5;10;
82696;28/04/2008;1800;23.4;22.6;94;944.4;14;1.8;10;
82696;29/04/2008;0000;22;21.6;97;946.6;14;2.5;0;
82696;29/04/2008;1200;23.8;22;85;946.8;18;1.8;8;
82696;29/04/2008;1800;25.4;22.4;78;945.1;18;1.8;10;
82696;30/04/2008;0000;21.6;20.4;90;946.6;14;1.6;0;
82696;30/04/2008;1200;24;21.2;79;947.2;14;2.5;7;
82696;30/04/2008;1800;26;23;78;943.8;14;3;5;
82696;01/05/2008;0000;22;21.2;93;946.1;14;2.5;10;
82696;01/05/2008;1200;23;21.4;87;947.6;18;5;9;
82696;01/05/2008;1800;23;21.6;89;944.5;14;2;9;
82696;02/05/2008;0000;21.2;21;98;947;18;1.6;10;
82696;02/05/2008;1200;23;21.8;90;947.4;14;3;8;
82696;02/05/2008;1800;25;21.2;73;944.6;14;1.8;7;
82696;03/05/2008;0000;21.4;20.6;93;947;14;2;0;
82696;03/05/2008;1200;23.6;21.6;84;947.8;14;3;9;
82696;03/05/2008;1800;26.8;22.4;70;945;18;2.5;5;
82696;04/05/2008;0000;22.4;21.2;90;947.8;14;0.3;10;
82696;04/05/2008;1200;24;21.8;83;948.6;18;0.8;4;
82696;04/05/2008;1800;26;22.4;75;946.3;9;0.5;10;
82696;05/05/2008;0000;22.4;21.6;93;948.9;14;2.8;10;
82696;05/05/2008;1200;23.8;22.4;89;948.3;18;1.6;7;
82696;05/05/2008;1800;27.8;23.4;70;945.8;18;1.6;7;
82696;06/05/2008;0000;23;22;92;947.9;9;0.8;8;
82696;06/05/2008;1200;25.4;22.4;77;948.5;0;0;7;
82696;06/05/2008;1800;28.8;24.6;72;944.7;36;0.8;7;
82696;07/05/2008;0000;21.6;20.8;93;946.6;36;1;8;
82696;07/05/2008;1200;23.2;22.2;92;947.8;18;0.8;8;
82696;07/05/2008;1800;21.8;20.8;92;944.8;36;1.6;9;
82696;08/05/2008;0000;22.4;21.8;95;947.1;36;1;10;
82696;08/05/2008;1200;23;21.8;91;947.6;18;1.6;7;
82696;08/05/2008;1800;26.6;22.6;72;945;18;3;7;
82696;09/05/2008;0000;22.6;22;93;946.8;14;1.6;10;
82696;09/05/2008;1200;22.4;21.8;95;946.8;18;3.1;8;
82696;09/05/2008;1800;22.4;21.8;95;944.8;14;3.1;10;
82696;10/05/2008;0000;21.6;21.2;97;947.3;9;1.6;10;
82696;10/05/2008;1200;23;22.2;94;948.1;18;2.3;7;
82696;10/05/2008;1800;24.6;22.6;83;945.8;14;3.3;7;
82696;11/05/2008;0000;21.6;21;95;948;18;3.3;7;
82696;11/05/2008;1200;23;21.8;91;949.1;18;3.3;8;
82696;11/05/2008;1800;22.6;21.8;92;946.9;18;3.3;9;
82696;12/05/2008;0000;21.2;20.8;97;948.5;18;3.3;9;
82696;12/05/2008;1200;22.6;21.4;89;949.8;18;2.8;10;
82696;12/05/2008;1800;22;21.4;95;947.4;18;1.6;10;
82696;13/05/2008;0000;20.6;20.2;96;949.9;18;3.3;10;
